Messstellennummer,Decade,Decade_Label,Month,Label,Monatsmittelwert_Pegelstand_m_NHN,q05,q95
5800309,2010,2010 - 2019,04,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",31.1981,30.979999999999997,31.369999999999997
5800309,2010,2010 - 2019,05,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",31.15648387096774,30.93,31.34
5800309,2010,2010 - 2019,06,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",31.107766666666667,30.889999999999997,31.369999999999997
5800309,2010,2010 - 2019,07,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",31.056709677419352,30.779999999999998,31.25
5800309,2010,2010 - 2019,08,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",31.017774193548387,30.7,31.25
5800309,2010,2010 - 2019,09,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.9801,30.63,31.259999999999998
5800309,2010,2010 - 2019,10,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.984032258064516,30.68,31.259999999999998
5800309,2010,2010 - 2019,11,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",31.0107,30.7,31.24
5800309,2010,2010 - 2019,12,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",31.057193548387094,30.729999999999997,31.279999999999998
5800309,2020,2020 - 2029,01,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.79425806451613,30.636999999999997,31.022999999999996
5800309,2020,2020 - 2029,02,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.869225352112675,30.72,31.139999999999997
5800309,2020,2020 - 2029,03,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.91322580645161,30.74,31.153
5800309,2020,2020 - 2029,04,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.879370078740155,30.77,31.097999999999995
5800309,2020,2020 - 2029,05,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.828145161290323,30.77,30.889999999999997
5800309,2020,2020 - 2029,06,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.747833333333332,30.6695,30.81
5800309,2020,2020 - 2029,07,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.69516129032258,30.619999999999997,30.79
5800309,2020,2020 - 2029,08,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.639919354838707,30.529999999999998,30.759999999999998
5800309,2020,2020 - 2029,09,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.610416666666666,30.5,30.72
5800309,2020,2020 - 2029,10,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.618870967741934,30.509999999999998,30.728499999999997
5800309,2020,2020 - 2029,11,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.66575,30.529999999999998,30.799999999999997
5800309,2020,2020 - 2029,12,"Lietzensee (Lietzensee, id: 5800309, fluss-km: NA)",30.714274193548384,30.551499999999997,30.936999999999998
5800310,2010,2010 - 2019,01,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.563709677419354,35.379999999999995,35.699999999999996
5800310,2010,2010 - 2019,02,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.53933628318584,35.372499999999995,35.66
5800310,2010,2010 - 2019,03,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.490564516129034,35.33,35.5965
5800310,2010,2010 - 2019,04,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.48508333333333,35.41,35.559999999999995
5800310,2010,2010 - 2019,05,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.47899193548387,35.4,35.576499999999996
5800310,2010,2010 - 2019,06,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.51283333333333,35.41,35.70049999999999
5800310,2010,2010 - 2019,07,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.592298387096776,35.403499999999994,36.01649999999999
5800310,2010,2010 - 2019,08,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.545887096774194,35.42,35.785
5800310,2010,2010 - 2019,09,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.470416666666665,35.36,35.57
5800310,2010,2010 - 2019,10,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.509274193548386,35.3835,35.65
5800310,2010,2010 - 2019,11,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.51266666666667,35.43,35.6305
5800310,2010,2010 - 2019,12,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.539032258064516,35.42,35.69
5800310,2020,2020 - 2029,01,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.632451612903225,35.489999999999995,35.753
5800310,2020,2020 - 2029,02,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.621830985915494,35.489999999999995,35.7895
5800310,2020,2020 - 2029,03,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.61135483870967,35.489999999999995,35.739999999999995
5800310,2020,2020 - 2029,04,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.574803149606296,35.47,35.69
5800310,2020,2020 - 2029,05,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.58758064516129,35.491499999999995,35.67
5800310,2020,2020 - 2029,06,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.599333333333334,35.48,35.82
5800310,2020,2020 - 2029,07,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.637258064516125,35.519999999999996,35.7785
5800310,2020,2020 - 2029,08,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.60491935483871,35.5,35.7485
5800310,2020,2020 - 2029,09,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.59441666666667,35.5,35.66
5800310,2020,2020 - 2029,10,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.61524193548387,35.521499999999996,35.698499999999996
5800310,2020,2020 - 2029,11,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.64236363636363,35.519999999999996,35.74549999999999
5800310,2020,2020 - 2029,12,"Waldsee Zehlendorf (Waldsee Zehlendorf, id: 5800310, fluss-km: NA)",35.66032258064516,35.521499999999996,35.921
5800312,2010,2010 - 2019,01,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.187548387096772,31.13,31.31
5800312,2010,2010 - 2019,02,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.201843971631202,31.13,31.319999999999997
5800312,2010,2010 - 2019,03,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.205354838709678,31.15,31.33
5800312,2010,2010 - 2019,04,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.188133333333333,31.119999999999997,31.33
5800312,2010,2010 - 2019,05,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.14212903225806,31.09,31.27
5800312,2010,2010 - 2019,06,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.098266666666664,31.049999999999997,31.189999999999998
5800312,2010,2010 - 2019,07,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.088516129032257,30.99,31.232999999999997
5800312,2010,2010 - 2019,08,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.061935483870965,30.979999999999997,31.24
5800312,2010,2010 - 2019,09,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.027466666666665,30.959999999999997,31.209999999999997
5800312,2010,2010 - 2019,10,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.060580645161288,30.979999999999997,31.229999999999997
5800312,2010,2010 - 2019,11,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.100388888888887,31.04,31.259999999999998
5800312,2010,2010 - 2019,12,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.139516129032256,31.08,31.29
5800312,2020,2020 - 2029,01,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.144129032258064,31.09,31.24
5800312,2020,2020 - 2029,02,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.175915492957746,31.13,31.29
5800312,2020,2020 - 2029,03,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.18374193548387,31.13,31.319999999999997
5800312,2020,2020 - 2029,04,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.15307086614173,31.119999999999997,31.281999999999996
5800312,2020,2020 - 2029,05,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.120080645161288,31.099999999999998,31.15
5800312,2020,2020 - 2029,06,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.073999999999998,31.04,31.11
5800312,2020,2020 - 2029,07,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.04741935483871,30.979999999999997,31.09
5800312,2020,2020 - 2029,08,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.009758064516127,30.93,31.08
5800312,2020,2020 - 2029,09,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.00108333333333,30.93,31.049999999999997
5800312,2020,2020 - 2029,10,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.021854838709675,30.959999999999997,31.068499999999997
5800312,2020,2020 - 2029,11,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.063916666666664,31,31.139999999999997
5800312,2020,2020 - 2029,12,"Plötzensee (Plötzensee, id: 5800312, fluss-km: NA)",31.101290322580642,31.04,31.2185
5800313,2010,2010 - 2019,01,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.461774193548386,33.0415,33.730000000000004
5800313,2010,2010 - 2019,02,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.030517241379314,32.940000000000005,33.103
5800313,2010,2010 - 2019,03,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.05602150537635,32.970000000000006,33.242000000000004
5800313,2010,2010 - 2019,04,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",32.935,32.514500000000005,33.2055
5800313,2010,2010 - 2019,05,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",32.80215053763441,32.38,33.160000000000004
5800313,2010,2010 - 2019,06,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",32.90233333333334,32.38,33.11
5800313,2010,2010 - 2019,07,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",32.940322580645166,32.75,33.132000000000005
5800313,2010,2010 - 2019,08,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",32.94935483870968,32.84,33.04
5800313,2010,2010 - 2019,09,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",32.927,32.84,33.051
5800313,2010,2010 - 2019,10,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.03741935483871,32.92,33.272000000000006
5800313,2010,2010 - 2019,11,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.07977777777778,32.940000000000005,33.3855
5800313,2010,2010 - 2019,12,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.28333333333334,32.96600000000001,33.75
5800313,2020,2020 - 2029,01,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.05167741935484,32.937,33.21
5800313,2020,2020 - 2029,02,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.06239436619718,32.9305,33.2295
5800313,2020,2020 - 2029,03,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.07174193548387,32.940000000000005,33.363
5800313,2020,2020 - 2029,04,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.12976190476191,32.9925,33.39750000000001
5800313,2020,2020 - 2029,05,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.156370967741935,33.011500000000005,33.398500000000006
5800313,2020,2020 - 2029,06,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.10275,32.8895,33.391000000000005
5800313,2020,2020 - 2029,07,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.18177419354839,33.04,33.56
5800313,2020,2020 - 2029,08,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.18145161290323,33.010000000000005,33.5685
5800313,2020,2020 - 2029,09,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.037333333333336,32.92,33.19050000000001
5800313,2020,2020 - 2029,10,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.002500000000005,32.9215,33.07
5800313,2020,2020 - 2029,11,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.03575,32.910000000000004,33.311
5800313,2020,2020 - 2029,12,"Fennsee (Fennsee, id: 5800313, fluss-km: NA)",33.038629032258065,32.89,33.207
5800314,1990,1990 - 1999,01,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.90532258064516,41.79,42.14
5800314,1990,1990 - 1999,02,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.90232283464567,41.78,42.21
5800314,1990,1990 - 1999,03,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.90817204301075,41.779,42.230000000000004
5800314,1990,1990 - 1999,04,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.90288888888889,41.730000000000004,42.28
5800314,1990,1990 - 1999,05,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.92354838709677,41.749,42.241
5800314,1990,1990 - 1999,06,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.96370370370371,41.804500000000004,42.25
5800314,1990,1990 - 1999,07,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.99078853046595,41.800000000000004,42.2
5800314,1990,1990 - 1999,08,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.99150537634409,41.79,42.291
5800314,1990,1990 - 1999,09,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.94240740740741,41.7145,42.27
5800314,1990,1990 - 1999,10,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.903225806451616,41.660000000000004,42.160000000000004
5800314,1990,1990 - 1999,11,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.88377777777778,41.63,42.12
5800314,1990,1990 - 1999,12,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.87569892473118,41.68,42.13
5800314,2000,2000 - 2009,01,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.75693548387097,41.56,42.09
5800314,2000,2000 - 2009,02,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.80265017667845,41.61,42.1
5800314,2000,2000 - 2009,03,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.84303225806452,41.62,42.1455
5800314,2000,2000 - 2009,04,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.863033333333334,41.62,42.160000000000004
5800314,2000,2000 - 2009,05,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.855161290322584,41.6,42.14
5800314,2000,2000 - 2009,06,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.82983333333333,41.6,42.050000000000004
5800314,2000,2000 - 2009,07,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.80561290322581,41.59,42.08
5800314,2000,2000 - 2009,08,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.784612903225806,41.61,42.07
5800314,2000,2000 - 2009,09,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.7717,41.550000000000004,42.1
5800314,2000,2000 - 2009,10,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.76983870967742,41.51,42.09
5800314,2000,2000 - 2009,11,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.77166666666667,41.51,42.160000000000004
5800314,2000,2000 - 2009,12,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.778225806451616,41.52,42.18
5800314,2010,2010 - 2019,01,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",42.021967741935484,41.53,42.31
5800314,2010,2010 - 2019,02,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",42.03964539007092,41.53,42.35
5800314,2010,2010 - 2019,03,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",42.0523870967742,41.58,42.37
5800314,2010,2010 - 2019,04,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",42.04533333333333,41.58,42.36
5800314,2010,2010 - 2019,05,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",42.00716129032258,41.57,42.31
5800314,2010,2010 - 2019,06,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.96986666666667,41.51,42.32
5800314,2010,2010 - 2019,07,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.97548387096774,41.6,42.27
5800314,2010,2010 - 2019,08,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.973064516129035,41.6,42.28
5800314,2010,2010 - 2019,09,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.93255033557047,41.548500000000004,42.27
5800314,2010,2010 - 2019,10,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.91909677419355,41.52,42.2355
5800314,2010,2010 - 2019,11,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.939433333333334,41.51,42.24
5800314,2010,2010 - 2019,12,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.95487096774193,41.52,42.26
5800314,2020,2020 - 2029,01,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.75388888888889,41.550000000000004,41.917500000000004
5800314,2020,2020 - 2029,02,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.8275,41.57,42.07
5800314,2020,2020 - 2029,03,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.88192,41.56,42.2
5800314,2020,2020 - 2029,04,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.73847222222222,41.53,42.045
5800314,2020,2020 - 2029,05,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.64953125,41.5115,41.7885
5800314,2020,2020 - 2029,06,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.587575757575756,41.45,41.7375
5800314,2020,2020 - 2029,07,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.61739583333333,41.480000000000004,41.78
5800314,2020,2020 - 2029,08,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.61053191489362,41.54,41.77
5800314,2020,2020 - 2029,09,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.58663043478261,41.54,41.69
5800314,2020,2020 - 2029,10,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.59084210526316,41.56,41.64
5800314,2020,2020 - 2029,11,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.62836956521739,41.57,41.704499999999996
5800314,2020,2020 - 2029,12,"Weißer See (Weißer See, id: 5800314, fluss-km: NA)",41.64673684210526,41.527,41.83
5800315,2010,2010 - 2019,01,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.830230414746545,52.61,52.901999999999994
5800315,2010,2010 - 2019,02,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.82913705583756,52.66,52.89
5800315,2010,2010 - 2019,03,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.83442396313364,52.76,52.879999999999995
5800315,2010,2010 - 2019,04,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.827714285714286,52.72,52.87
5800315,2010,2010 - 2019,05,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.784838709677416,52.668,52.879999999999995
5800315,2010,2010 - 2019,06,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.804809523809524,52.7145,52.879999999999995
5800315,2010,2010 - 2019,07,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.796866359447,52.647999999999996,52.949999999999996
5800315,2010,2010 - 2019,08,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.74983870967742,52.57,52.879999999999995
5800315,2010,2010 - 2019,09,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.696124999999995,52.449999999999996,52.86
5800315,2010,2010 - 2019,10,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.72258064516129,52.43,52.879999999999995
5800315,2010,2010 - 2019,11,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.736625,52.41,52.879999999999995
5800315,2010,2010 - 2019,12,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.775,52.48,52.879999999999995
5800315,2020,2020 - 2029,01,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.732451612903226,52.58,52.873
5800315,2020,2020 - 2029,02,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.821549295774645,52.72,52.89
5800315,2020,2020 - 2029,03,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.808516129032256,52.71,52.879999999999995
5800315,2020,2020 - 2029,04,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.76228346456693,52.66,52.87
5800315,2020,2020 - 2029,05,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.71661290322581,52.61,52.839999999999996
5800315,2020,2020 - 2029,06,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.64,52.5295,52.860499999999995
5800315,2020,2020 - 2029,07,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.671532258064516,52.43,52.878499999999995
5800315,2020,2020 - 2029,08,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.62822580645161,52.33,52.87
5800315,2020,2020 - 2029,09,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.613499999999995,52.44,52.769999999999996
5800315,2020,2020 - 2029,10,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.62104838709677,52.5015,52.794
5800315,2020,2020 - 2029,11,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.6745,52.47,52.8705
5800315,2020,2020 - 2029,12,"Obersee (Obersee, id: 5800315, fluss-km: NA)",52.66298387096774,52.449999999999996,52.9085
5800316,2010,2010 - 2019,01,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.063951612903224,49.91,50.2085
5800316,2010,2010 - 2019,02,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.04637168141593,49.89,50.16
5800316,2010,2010 - 2019,03,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.11233870967742,49.911500000000004,50.199999999999996
5800316,2010,2010 - 2019,04,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.14225,49.9995,50.2305
5800316,2010,2010 - 2019,05,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.08451612903226,49.949999999999996,50.21
5800316,2010,2010 - 2019,06,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.094,49.989999999999995,50.2005
5800316,2010,2010 - 2019,07,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.11782258064516,49.9815,50.29
5800316,2010,2010 - 2019,08,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.094193548387096,49.97,50.2785
5800316,2010,2010 - 2019,09,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.10883333333333,49.9295,50.30049999999999
5800316,2010,2010 - 2019,10,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.1291129032258,50.04,50.25
5800316,2010,2010 - 2019,11,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.130066666666664,50.059999999999995,50.2155
5800316,2010,2010 - 2019,12,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.134580645161286,50.04,50.269999999999996
5800316,2020,2020 - 2029,01,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.102838709677414,50.01,50.303
5800316,2020,2020 - 2029,02,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.1388028169014,50.05,50.22
5800316,2020,2020 - 2029,03,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.16858064516129,50.027,50.35
5800316,2020,2020 - 2029,04,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.23496062992126,50.05,50.446999999999996
5800316,2020,2020 - 2029,05,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.15895161290322,49.9815,50.309999999999995
5800316,2020,2020 - 2029,06,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.18625,50,50.350500000000004
5800316,2020,2020 - 2029,07,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.20798387096774,50.00150000000001,50.33
5800316,2020,2020 - 2029,08,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.22564516129032,50.08,50.378499999999995
5800316,2020,2020 - 2029,09,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.16775,49.949999999999996,50.379999999999995
5800316,2020,2020 - 2029,10,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.159274193548384,49.992999999999995,50.35
5800316,2020,2020 - 2029,11,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.18383333333333,50.07,50.4205
5800316,2020,2020 - 2029,12,"Orankesee (Orankesee, id: 5800316, fluss-km: NA)",50.11403225806451,49.951499999999996,50.339999999999996
5800317,2000,2000 - 2009,01,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.145645161290325,33.95,34.6455
5800317,2000,2000 - 2009,02,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.18734513274336,33.996,34.444
5800317,2000,2000 - 2009,03,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.267870967741935,34.019999999999996,34.5
5800317,2000,2000 - 2009,04,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.236466666666665,34.0145,34.5555
5800317,2000,2000 - 2009,05,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.252,34.06,34.463
5800317,2000,2000 - 2009,06,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.303399999999996,34.059,34.7
5800317,2000,2000 - 2009,07,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.28774193548387,33.987,34.603
5800317,2000,2000 - 2009,08,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.23664516129032,34.04,34.583
5800317,2000,2000 - 2009,09,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.1554,34.03,34.269999999999996
5800317,2000,2000 - 2009,10,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.13909677419355,34.03,34.286
5800317,2000,2000 - 2009,11,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.157266666666665,34,34.31
5800317,2000,2000 - 2009,12,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.159032258064514,33.92,34.36
5800317,2010,2010 - 2019,01,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.25074193548387,33.97,34.65
5800317,2010,2010 - 2019,02,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.23163120567376,33.98,34.63
5800317,2010,2010 - 2019,03,"Biesdorfer Baggersee (Biesdorfer Baggersee, id: 5800317, fluss-km: NA)",34.23003225806452,33.99,34.5955
